Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Marc Feider,https://www.crunchbase.com/person/marc-feider-9886,Individual/Angel,1,,"Germany, Europe","European Union (EU), Europe, Middle East, and Africa (EMEA)",Marc Feider,1,,,,,,,,,,,,,,,,,"235,681"
Scott Keto,https://www.crunchbase.com/person/scott-keto-9229,Individual/Angel,1,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Scott Keto,1,,,,,,,https://www.linkedin.com/in/scott-keto-21a55b5a,,,,,,,,,,"236,048"
Sybille Strack,https://www.crunchbase.com/person/sybille-strack,Individual/Angel,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Sybille Strack,1,,,,,,,https://www.linkedin.com/in/sibylle-strack/,,,,,,,,,,"237,030"
Vince Proffitt,https://www.crunchbase.com/person/vince-proffitt-f6c9,Individual/Angel,1,,"Sandy Spring, Maryland, United States","Washington DC Metro Area, East Coast, Southern US",Vince Proffitt is the Founder and President of Spartan Medical. He attended United States Air Force Academy.,1,,1,,,,,https://www.linkedin.com/in/vinceproffitt,,,,,,Seed,,,,"237,190"
Adam Brown,https://www.crunchbase.com/person/adam-brown-1,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Adam is a Chief Executive in SSQ’s UK partner search team, having joined us in 2004. He has extensive legal recruitment experience working w...",1,,,,,,,https://www.linkedin.com/in/adam-brown-ssq,,,,,,,,,,"237,583"
Nathalie Scardino,https://www.crunchbase.com/person/nathalie-scardino-8857,Individual/Angel,1,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Nathalie Scardino,1,,,,,,,https://www.linkedin.com/in/nathscar,,,,,,,,,,"238,172"
Sverre Tyrhaug,https://www.crunchbase.com/person/sverre-tyrhaug,Individual/Angel,1,,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Sverre Tyrhaug is a lawyer working for Thommessen,1,,,,,,,,,,,,,,,,,"238,182"
Benjamin Rawson,https://www.crunchbase.com/person/benjamin-rawson,Individual/Angel,1,,"Reading, Reading, United Kingdom","Europe, Middle East, and Africa (EMEA)",Benjamin Rawson is the Managing Director at Havisham Group. Benjamin Rawson attended Bristol Business School.,1,,,,,,,https://uk.linkedin.com/in/benjrawson,,,,,,,,,,"238,569"
İstem Özden Alpar,https://www.crunchbase.com/person/i-stem-özden-alpar,Individual/Angel,1,,,,İstem Özden Alpar is an individual investor.,1,,,,,,,,,,,,,,,,,"239,143"
Adrien de Leener,https://www.crunchbase.com/person/adrien-de-leener,Individual/Angel,1,,,,Adrien de Leener,1,,,,,,,,,,,,,,,,,"239,641"
Anita Bachuil,https://www.crunchbase.com/person/anita-bachuil,Individual/Angel,1,,"Oban, Argyll and Bute, United Kingdom","Europe, Middle East, and Africa (EMEA)",Anita Bachuil,1,,,,,,,,,,,,,Seed,,,,"240,075"
Adrian Watson,https://www.crunchbase.com/person/adrian-watson-965d,"Individual/Angel, Investment Partner",1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Adrian Watson Chief Financial Officer at Lendable.,1,,,,,,,https://www.linkedin.com/in/adrian-watson-310789/,,,,,,,,,,"240,341"
Fernando Molina,https://www.crunchbase.com/person/fernando-molina-120f,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Fernando Molina,1,,,,,,,https://www.linkedin.com/in/fernandomolinazamora/,,,,,,,,,,"241,433"
Simon Day,https://www.crunchbase.com/person/simon-day-7e11,Individual/Angel,1,,"England, United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Simon Day,1,,,,,,,https://www.linkedin.com/in/simondaywild,,,,,,,,,,"242,090"
Matteo Thun,https://www.crunchbase.com/person/matteo-thun-0dce,Individual/Angel,1,,,,Matteo Thun,1,,,,,,,,,,,,,,,,,"244,020"
Gianni Tagliapietra,https://www.crunchbase.com/person/gianni-tagliapietra,Individual/Angel,1,,,,Gianni Tagliapietra,1,,,,,,,https://www.linkedin.com/in/giannitagliapietra,,,,,,,,,,"244,505"
Dr. Florian Langenscheidt,https://www.crunchbase.com/person/dr-florian-langenscheidt,Individual/Angel,1,,,,Dr. Florian Langenscheidt,1,,,,,,,,,,,,,,,,,"244,680"
Luke Sartain,https://www.crunchbase.com/person/luke-sartain-9525,Individual/Angel,1,,"Bristol, Bristol, City of, United Kingdom","Europe, Middle East, and Africa (EMEA)",Luke Sartain,1,,1,,,,,,,,,,,,,,,"244,755"
Leo Groenewegen,https://www.crunchbase.com/person/leo-groenewegen-8bac,Individual/Angel,1,,"Newcastle upon Tyne, United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Leo Groenewegen  is the Co-Founder & CEO at CellulaREvolution. He attended University of Bordeaux.,1,,,,,,,https://www.linkedin.com/in/leogroenewegen/,,,,,,,,,,"245,110"
Marco Aschinger,https://www.crunchbase.com/person/marco-aschinger,Individual/Angel,1,,,,Marco Aschinger,1,,,,,,,,,,,,,,,,,"245,970"
Hugh Smith,https://www.crunchbase.com/person/hugh-smith-07e3,Individual/Angel,1,,"Oxford, Oxfordshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Hugh Smith,1,,,,,,,https://www.linkedin.com/in/hugh-smith-1a35331,,,,,,,,,,"246,805"
Neil Hutchinson,https://www.crunchbase.com/person/neil-hutchinson-3abd,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Neil Hutchinson,1,,,,,,,https://www.linkedin.com/in/neilhutchinson/?originalSubdomain=uk,,,,,,,,,,"247,149"
Geoff Parsons,https://www.crunchbase.com/person/geoff-parsons-a174,Individual/Angel,1,,,,Geoff Parsons,1,,,,,,,,,,,,,"Early Stage Venture, Seed",,,,"248,110"
Not revealed,https://www.crunchbase.com/person/not-revealed,Individual/Angel,1,,,,Not revealed,1,,1,,,,,,,,,,,,,,,"248,887"
Marek Saykali,https://www.crunchbase.com/person/marek-saykali-00dc,Individual/Angel,1,,"Istanbul, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Marek Saykali is an individual investor in Turkey.,1,,,,,,,,,,,,,,,,,"249,101"
N. Kemal Yılmaz,https://www.crunchbase.com/person/n-kemal-yılmaz,Individual/Angel,1,,,,N. Kemal Yılmaz is an Angel Investor.,1,,,,,,,,,,,,,,,,,"249,293"
Robin Lowe,https://www.crunchbase.com/person/robin-lowe-0c23,Individual/Angel,1,,,,Robin Lowe,1,,,,,,,,,,,,,,,,,"249,738"
Sajida Zouarhi,https://www.crunchbase.com/person/sajida-zouarhi,Individual/Angel,1,,,,Sajida Zouarhi,1,,,,,,,,,,,,,,,,,"249,870"
Henri Isnard,https://www.crunchbase.com/person/henri-isnard,Individual/Angel,1,,,,Henri Isnard,1,,,,,,,,,,,,,,,,,"250,342"
Lord Brownlow CVO DL,https://www.crunchbase.com/person/lord-brownlow-cvo-dl,Individual/Angel,1,,"England, United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Lord Brownlow CVO DL,1,,,,,,,https://www.linkedin.com/in/davidbrownlow/,,,,,,,,,,"251,726"
Arpit Gupta,https://www.crunchbase.com/person/arpit-gupta-6459,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Arpit Gupta,1,,,,,,,https://www.linkedin.com/in/arpit-gupta-6983875,,,,,,,,,,"253,973"
Darryll Suliaman Amoako,https://www.crunchbase.com/person/darryll-suliaman-amoako,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Darryll Suliaman Amoako is an influencer, spoken word poet, and writer.",1,,,,,,,,,,,,,,,,,"255,255"
Niccolo Perra,https://www.crunchbase.com/person/niccolo-perra-ae6e,Individual/Angel,1,,,,Niccolo Perra,1,,,,,,,https://www.linkedin.com/in/niccoloperra/?original_referer=https%3A%2F%2Fwww%2Egoogle%2Ecom%2F&originalSubdomain=dk,,,,,,,,,,"255,371"
Piran Altun,https://www.crunchbase.com/person/piran-altun,Individual/Angel,1,,,,Piran Altun,1,,,,,,,,,,,,,,,,,"255,593"
Louis Raine,https://www.crunchbase.com/person/louis-raine,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Storyteller, Investor, Software Engineer",1,,,,,,,https://www.linkedin.com/in/louisraine/,,,,,,"Convertible Note, Early Stage Venture, Seed",,,,"256,437"
Pierre Dahan,https://www.crunchbase.com/person/pierre-dahan,Individual/Angel,1,,"United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Pierre Dahan,1,,,,,,,https://www.linkedin.com/in/pierre-dahan-9153582a,,,,,,,,,,"256,539"
Raheem Sterling,https://www.crunchbase.com/person/raheem-sterling,Individual/Angel,1,,"England, United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Raheem Sterling is an English professional footballer .,1,,,,,,,,,,,,,,,,,"256,910"
Vaclav Graf,https://www.crunchbase.com/person/vaclav-graf,Individual/Angel,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Vaclav Graf,1,,,,,,,https://www.linkedin.com/in/vaclavgraf/?originalSubdomain=de,,,,,,,,,,"258,250"
Ben Carlson,https://www.crunchbase.com/person/ben-carlson,Individual/Angel,1,,"Indianapolis, Indiana, United States","Great Lakes, Midwestern US","Ben Carlson is the SVP and General Manager of Film, Television, and Streaming at MarketCast.",1,,,,,,,https://www.linkedin.com/in/swevenben,,,,,,,,,,"258,782"
Kabir Chanrai,https://www.crunchbase.com/person/kabir-chanrai,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Kabir Chanrai is a CEO at Nirvana. He has completed his Masters in Mathematics & Computing from University of Oxford.,1,,,,,,,https://www.linkedin.com/in/kabir-chanrai-45125657/,,,,,,,,,,"259,601"
Dalia Aga-Shaw,https://www.crunchbase.com/person/dalia-aga-shaw,Individual/Angel,1,,"United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Dalia Aga-Shaw,1,,,,,,,https://www.linkedin.com/in/dalia-aga-shaw,,,,,,,,,,"260,688"
Peter Kaul,https://www.crunchbase.com/person/peter-kaul,Individual/Angel,1,,,,Peter Kaul,1,,,,,,,,,,,,,Seed,,,,"261,153"
Vinay Patel,https://www.crunchbase.com/person/vinay-patel-48fd,Individual/Angel,1,,,,Vinay Patel is the Managing Director of Accenture.,1,,,,,,,,,,,,,,,,,"261,317"
Lars Rosumek,https://www.crunchbase.com/person/lars-rosumek,Individual/Angel,1,,,,Lars Rosumek,1,,,,,,,,,,,,,,,,,"262,096"
Marcin Deręgowski,https://www.crunchbase.com/person/marcin-deręgowski,Individual/Angel,1,,,,Marcin Deręgowski is an Angel Investor.,1,,,,,,,,,,,,,,,,,"262,221"
Jon Bowles,https://www.crunchbase.com/person/jon-bowles,Individual/Angel,1,,"United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)","Jon Bowles, founder of Cultural Capitalism Ltd.",1,,,,,,,https://www.linkedin.com/in/jon-bowles-86808b9a/,,,,,,,,,,"262,489"
Yohan Stern,https://www.crunchbase.com/person/yohan-stern,Individual/Angel,1,,"Marina Del Rey, California, United States","Greater Los Angeles Area, West Coast, Western US",Yohan Stern serves as CEO at Key Performance Group & President of the Los Angeles French Tech.,1,,,,,,,https://www.linkedin.com/in/yohan-stern/,,,,,,,,,,"263,028"
Private Investor,https://www.crunchbase.com/person/private-investor-e17e,Individual/Angel,1,,,,Private Investor,1,,,,,,,,,,,,,,,,,"263,470"
Pawel Wozniak,https://www.crunchbase.com/person/pawel-wozniak-7483,Individual/Angel,1,,"Edinburgh, Edinburgh, City of, United Kingdom","Europe, Middle East, and Africa (EMEA)","Financial reporting professional, Actuary",1,,,,,,,https://www.linkedin.com/in/pawel-wozniak-2194702/,,,,,,,,,,"264,104"
Andrew Jappy,https://www.crunchbase.com/person/andrew-jappy,Individual/Angel,1,,"Toronto, Ontario, Canada",Great Lakes,Andrew Jappy,1,,,,,,,https://www.linkedin.com/in/andrew-jappy-8298531,,,,,,,,,,"264,425"
Brad Wilson,https://www.crunchbase.com/person/brad-wilson-683a,Individual/Angel,1,,"Plymouth Meeting, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",Brad Wilson Global Product Director at GlaxoSmithKline.,1,,,,,,,https://www.linkedin.com/in/brad-wilson-71290a12/,,,,,,,,,,"264,721"
Birger Magnus,https://www.crunchbase.com/person/birger-magnus,Individual/Angel,1,,,,Birger Magnus,1,,,,,,,,,,,,,,,,,"264,747"
Damian Habib,https://www.crunchbase.com/person/damian-habib-42d5,Individual/Angel,1,,,,Damian Habib,1,,,,,,,,,,,,,,,,,"265,082"
Jean-François Bensahel,https://www.crunchbase.com/person/jean-françois-bensahel,Individual/Angel,1,,,,Jean-François Bensahel,1,,1,,,,,,,,,,,,,,,"265,682"
Matthias De Clercq,https://www.crunchbase.com/person/matthias-de-clercq,Individual/Angel,1,,"Ghent, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Matthias De Clercq is the COO and Partner at Nexxworks. He previously worked as the Country Manager of Belgium at Coolblue. Matthias attende...,1,,,,,,,https://www.linkedin.com/in/mdeclercq,,,,,,,,,,"266,424"
Estating Ecosystem Investors (12),https://www.crunchbase.com/person/estating-ecosystem-investors-12,Individual/Angel,1,,,,Estating Ecosystem Investors (12),1,,,,,,,,,,,,,,,,,"268,137"
Dieter Buchl,https://www.crunchbase.com/person/dieter-buchl,Individual/Angel,1,,,,Dieter Buchl,1,,,,,,,,,,,,,,,,,"268,651"
Aleksandr Zuza,https://www.crunchbase.com/person/aleksandr-zuza,Individual/Angel,1,,,,Aleksandr Zuza,1,,,,,,,,,,,,,,,,,"269,085"
Batuhan Gültakan,https://www.crunchbase.com/person/batuhan-gültakan,Individual/Angel,1,,,,Batuhan Gültakan,1,,,,,,,,,,,,,,,,,"270,028"
Clasen Rickmers,https://www.crunchbase.com/person/clasen-rickmers,Individual/Angel,1,,"Hamburg, Arkansas, United States",Southern US,"Clasen Rickmers, managing partner at The Asian Spirit Steamship Company.",1,,,,,,,https://www.linkedin.com/in/clasen-rickmers-233407155/?originalSubdomain=de,,,,,,,,,,"270,812"
Victor Juarez,https://www.crunchbase.com/person/victor-juarez,Individual/Angel,1,,"Spain, Georgia, United States","East Coast, Southern US",Victor Juarez is CEO at Mi Tienda de Arte.,1,,,,,,,https://www.linkedin.com/in/victorjuarezp,,,,,,,,,,"271,837"
Vladimir Bondarenko,https://www.crunchbase.com/person/vladimir-bondarenko-d1c1,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Vladimir Bondarenko is an associate director at Intermediate Capital Group (ICG). He has completed his Bachelor of Arts (BA), Economics and ...",1,,,,,,,https://www.linkedin.com/in/vladimir-bondarenko-2215b843/,,,,,,,,,,"273,712"
Mark Brammer,https://www.crunchbase.com/person/mark-brammer,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Mark Brammer is a Strategic Investments and Growth Lead at Accenture Products UK&I.,1,,,,,,,https://www.linkedin.com/in/mark-brammer-35b2751/,,,,,,,,,,"274,739"
Silvestro Russo,https://www.crunchbase.com/person/silvestro-russo,Individual/Angel,1,,,,Silvestro Russo,1,,,,,,,,,,,,,,,,,"275,948"
Alan Hubbard,https://www.crunchbase.com/person/alan-hubbard-cb5d,Individual/Angel,1,,,,"Angel Investor, TVL help moonbag2020@gmail.com",1,,,,,,,,,,,,,Seed,,,,"276,699"
Nicolas Martin,https://www.crunchbase.com/person/nicolas-martin-9600,Individual/Angel,1,,,,Nicolas Martin,1,,,,,,,,,,,,,,,,,"277,108"
Kal El- Wahab,https://www.crunchbase.com/person/kal-el-wahab,Individual/Angel,1,,,,Kal El- Wahab,1,,,,,,,,,,,,,,,,,"277,162"
Katrina Barrow,https://www.crunchbase.com/person/katrina-barrow,Individual/Angel,1,,"United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Katrina Barrow,1,,,,,,,,,,,,,Seed,,,,"277,297"
Marc Vicente,https://www.crunchbase.com/person/marc-vicente,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Marc Vicente,1,,,,,,,https://www.linkedin.com/in/marcvicente,,,,,,,,,,"278,049"
Farid Sigari Madj,https://www.crunchbase.com/person/farid-sigari-madj,Individual/Angel,1,,,,Farid Sigari Madj,1,,,,,,,,,,,,,,,,,"278,450"
Ünal Cem Sungur,https://www.crunchbase.com/person/ünal-cem-sungur,Individual/Angel,1,,"Istanbul, Turkey, Europe","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Ünal Cem Sungur,1,,,,,,,,,,,,,,,,,"280,381"
Tim Lawrence,https://www.crunchbase.com/person/tim-lawrence-7d50,Individual/Angel,1,,"England, United Kingdom, Europe","Europe, Middle East, and Africa (EMEA)",Tim Lawrence is a director digital supply chain at Digital Catapult. He has completed his MBA from University of Warwick - Warwick Business ...,1,,,,,,,https://www.linkedin.com/in/tim-lawrence-2086262/,,,,,,,,,,"282,652"
Victoria Paraf,https://www.crunchbase.com/person/victoria-paraf,Individual/Angel,1,,,,Victoria Paraf,1,,,,,,,,,,,,,,,,,"283,017"
Meg Donovan,https://www.crunchbase.com/person/meg-donovan-4468,Individual/Angel,1,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Meg Donovan is a Director of Uber.,1,,,,,,,https://www.linkedin.com/in/mizmegdonovan/,,,,,,,,,,"283,026"
Dominique Laugier,https://www.crunchbase.com/person/dominique-laugier,Individual/Angel,1,,,,"Dominique Laugier, founder of Furnotel.",1,,,,,,,,,,,,,,,,,"283,096"
Torsten Szielasko,https://www.crunchbase.com/person/torsten-szielasko,Individual/Angel,1,,,,"Pioneer and entrepreneur in the renewable energy industry, business angel",1,,,,,,,,,,,,,Seed,,,,"283,374"
Mia Rigo,https://www.crunchbase.com/person/mia-rigo,Individual/Angel,1,,,,Mia Rigo is the president at The Magic Collection Retreats.,1,,,,,,,https://www.linkedin.com/in/miarigo/?originalSubdomain=ch,,,,,,,,,,"290,056"
Marek Frey,https://www.crunchbase.com/person/marek-frey,Individual/Angel,1,,,,Marek Frey,1,,,,,,,,,,,,,Seed,,,,"291,606"
Maria Scuri,https://www.crunchbase.com/person/maria-scuri,Individual/Angel,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Maria Scuri,1,,,,,,,https://www.linkedin.com/in/maria-laura-scuri-43270689/,,,,,,,,,,"291,618"
Mustafa Tutunculer,https://www.crunchbase.com/person/mustafa-tutunculer,Individual/Angel,1,,,,Mustafa Tutunculer,1,,1,,,,http://mustafatutunculer.com/,,,,,,,Seed,,,,"292,497"
Poonam Sharma,https://www.crunchbase.com/person/poonam-sharma-188a,Individual/Angel,1,,,,Poonam Sharma (a “health veteran” at Oscar Health).,1,,,,,,,,,,,,,,,,,"293,283"
Estating Seed Investors (8),https://www.crunchbase.com/person/estating-seed-investors-8,Individual/Angel,1,,,,Estating Seed Investors (8),1,,,,,,,,,,,,,,,,,"294,854"
Stefan Willems,https://www.crunchbase.com/person/stefan-willems-833c,Individual/Angel,1,,"Holsbeek, Vlaams-Brabant, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Stefan Willems is the Product Specialist at FixForm ·,1,,,,,,,https://www.linkedin.com/in/stefan-willems-42402a75/,,,,,,,,,,"296,060"
Atakan Çetin,https://www.crunchbase.com/person/atakan-çetin,Individual/Angel,1,,,,Atakan Çetin,1,,,,,,,,,,,,,,,,,"306,408"
